BIBLE	INDEX	BOOK	CHAPTER	VERSE	TOTAL	COMBINE	END
Holy-Bible---Danish---Danish-1931-1907	019	PSA	030	001	12	1	end
Holy-Bible---Danish---Danish-1931-1907	019	PSA	031	001	24	1	end
Holy-Bible---Danish---Danish-1931-1907	019	PSA	049	001	20	1	end
Holy-Bible---Danish---Danish-1931-1907	019	PSA	055	001	23	1	end
Holy-Bible---Danish---Danish-1931-1907	019	PSA	088	001	18	1	end
Holy-Bible---Danish---Danish-1931-1907	019	PSA	089	001	52	1	end
Holy-Bible---Danish---Danish-1931-1907	064	3JO	001	014	14	1	end
Holy-Bible---Danish---Danish-1931-1907	066	REV	012	018	1	-1	end
Holy-Bible---Danish---Danish-1931-1907							end
Holy-Bible---Danish---Danish-Bible							end
Holy-Bible---Dawro---Dawuro-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dawro---Dawuro-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Dawro---Dawuro-Bible							end
Holy-Bible---Desiya---Desiya-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Desiya---Desiya-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Desiya---Desiya-Bible							end
Holy-Bible---Dhanki---Dhanki-Devanagari-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dhanki---Dhanki-Devanagari-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Dhanki---Dhanki-Devanagari-Bible							end
Holy-Bible---Dholuo---Dholuo-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dholuo---Dholuo-Bible							end
Holy-Bible---Dombe---Dombe-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dombe---Dombe-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Dongxiang---Donxian-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dongxiang---Donxian-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Dongxiang---Donxian-Bible							end
Holy-Bible---Dutch---Canisiusvertaling	011	1KI	022	043	53	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	003	001	8	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	004	001	8	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	005	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	006	001	10	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	007	001	17	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	008	001	9	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	009	001	20	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	011	001	7	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	012	001	8	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	018	001	50	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	019	001	14	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	020	001	9	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	021	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	022	001	31	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	030	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	031	001	24	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	034	001	22	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	036	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	038	001	22	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	039	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	040	001	17	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	041	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	042	001	11	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	044	001	26	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	045	001	17	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	046	001	11	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	047	001	9	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	048	001	14	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	049	001	20	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	051	001	19	2	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	052	001	9	2	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	053	001	6	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	054	001	7	2	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	055	001	23	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	057	001	11	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	058	001	11	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	059	001	17	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	060	001	12	2	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	061	001	8	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	062	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	063	001	11	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	064	001	10	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	065	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	067	001	7	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	068	001	35	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	069	001	36	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	070	001	5	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	075	001	10	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	076	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	077	001	20	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	080	001	19	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	081	001	16	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	083	001	18	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	084	001	12	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	085	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	088	001	18	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	089	001	52	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	092	001	15	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	102	001	28	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	108	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	140	001	13	1	end
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	142	001	7	1	end
Holy-Bible---Dutch---Canisiusvertaling	066	REV	012	018	1	-1	end
Holy-Bible---Dutch---Canisiusvertaling							end
Holy-Bible---Dutch---Leuvense-Bible	004	NUM	020	028	29	1	end
Holy-Bible---Dutch---Leuvense-Bible	006	JOS	004	023	24	1	end
Holy-Bible---Dutch---Leuvense-Bible	006	JOS	005	014	15	1	end
Holy-Bible---Dutch---Leuvense-Bible	007	JDG	005	031	31	1	end
Holy-Bible---Dutch---Leuvense-Bible	009	1SA	020	042	42	1	end
Holy-Bible---Dutch---Leuvense-Bible	011	1KI	022	043	53	1	end
Holy-Bible---Dutch---Leuvense-Bible	018	JOB	016	004	22	1	end
Holy-Bible---Dutch---Leuvense-Bible	019	PSA	002	012	12	1	end
Holy-Bible---Dutch---Leuvense-Bible	019	PSA	004	008	8	1	end
Holy-Bible---Dutch---Leuvense-Bible	019	PSA	053	001	6	1	end
Holy-Bible---Dutch---Leuvense-Bible	028	HOS	002	023	23	1	end
Holy-Bible---Dutch---Leuvense-Bible	030	AMO	006	010	14	1	end
Holy-Bible---Dutch---Leuvense-Bible	043	JOH	006	051	71	1	end
Holy-Bible---Dutch---Leuvense-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Dutch---Leuvense-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Dutch---Leuvense-Bible							end
Holy-Bible---Dutch---Schrift							end
Holy-Bible---Dutch---Statenvertaling	009	1SA	020	042	42	1	end
Holy-Bible---Dutch---Statenvertaling	011	1KI	022	043	53	1	end
Holy-Bible---Dutch---Statenvertaling	016	NEH	007	073	73	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	003	001	8	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	004	001	8	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	005	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	006	001	10	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	007	001	17	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	008	001	9	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	009	001	20	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	012	001	8	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	018	001	50	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	019	001	14	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	020	001	9	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	021	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	022	001	31	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	030	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	031	001	24	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	034	001	22	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	036	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	038	001	22	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	039	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	040	001	17	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	041	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	042	001	11	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	044	001	26	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	045	001	17	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	046	001	11	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	047	001	9	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	048	001	14	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	049	001	20	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	051	001	19	2	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	052	001	9	2	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	053	001	6	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	054	001	7	2	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	055	001	23	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	056	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	057	001	11	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	058	001	11	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	059	001	17	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	060	001	12	2	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	061	001	8	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	062	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	063	001	11	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	064	001	10	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	065	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	067	001	7	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	068	001	35	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	069	001	36	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	070	001	5	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	075	001	10	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	076	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	077	001	20	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	080	001	19	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	081	001	16	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	083	001	18	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	084	001	12	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	085	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	088	001	18	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	089	001	52	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	092	001	15	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	102	001	28	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	108	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	140	001	13	1	end
Holy-Bible---Dutch---Statenvertaling	019	PSA	142	001	7	1	end
Holy-Bible---Dutch---Statenvertaling	043	JOH	001	038	51	1	end
Holy-Bible---Dutch---Statenvertaling	045	ROM	007	025	25	1	end
Holy-Bible---Dutch---Statenvertaling	064	3JO	001	014	14	1	end
Holy-Bible---Dutch---Statenvertaling	066	REV	012	018	1	-1	end
Holy-Bible---Dutch---Statenvertaling							end
Holy-Bible---Duya---Duya-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Duya---Duya-Bible							end
Holy-Bible---Ekajuk---Ekajuk-Bible	064	3JO	001	014	14	1	end
Holy-Bible---Ekajuk---Ekajuk-Bible	066	REV	012	018	1	-1	end
Holy-Bible---Ekajuk---Ekajuk-Bible							end
Holy-Bible---English---A-Conservative-Version							end
Holy-Bible---English---Aionian-Bible							end
Holy-Bible---English---American-Standard-Version-1901							end
Holy-Bible---English---Anderson-Bible							end
Holy-Bible---English---Berean-Standard							end
Holy-Bible---English---Bible-in-Basic-English							end
Holy-Bible---English---Brenton-English-Septuagint	006	JOS	005	014	15	1	end
Holy-Bible---English---Brenton-English-Septuagint	007	JDG	005	031	31	1	end
Holy-Bible---English---Brenton-English-Septuagint	011	1KI	022	043	53	1	end
Holy-Bible---English---Brenton-English-Septuagint	018	JOB	016	004	22	1	end
Holy-Bible---English---Brenton-English-Septuagint	019	PSA	011	001	7	1	end
Holy-Bible---English---Brenton-English-Septuagint	028	HOS	006	001	11	1	end
Holy-Bible---English---Brenton-English-Septuagint	030	AMO	006	010	14	1	end
Holy-Bible---English---Brenton-English-Septuagint	038	ZEC	003	002	10	1	end
Holy-Bible---English---Brenton-English-Septuagint							end
Holy-Bible---English---British-English-Septuagint-2012	006	JOS	005	014	15	1	end
Holy-Bible---English---British-English-Septuagint-2012	007	JDG	005	031	31	1	end
Holy-Bible---English---British-English-Septuagint-2012	011	1KI	022	043	53	1	end
Holy-Bible---English---British-English-Septuagint-2012	018	JOB	016	004	22	1	end
Holy-Bible---English---British-English-Septuagint-2012	019	PSA	011	001	7	1	end
Holy-Bible---English---British-English-Septuagint-2012	028	HOS	006	001	11	1	end
Holy-Bible---English---British-English-Septuagint-2012	030	AMO	006	010	14	1	end
Holy-Bible---English---British-English-Septuagint-2012	038	ZEC	003	002	10	1	end
Holy-Bible---English---British-English-Septuagint-2012							end
Holy-Bible---English---Catholic-Public-Domain	004	NUM	020	028	29	1	end
Holy-Bible---English---Catholic-Public-Domain	006	JOS	004	023	24	1	end
Holy-Bible---English---Catholic-Public-Domain	006	JOS	005	014	15	1	end
Holy-Bible---English---Catholic-Public-Domain	007	JDG	005	031	31	1	end
Holy-Bible---English---Catholic-Public-Domain	009	1SA	020	042	42	1	end
Holy-Bible---English---Catholic-Public-Domain	011	1KI	022	043	53	1	end
Holy-Bible---English---Catholic-Public-Domain	018	JOB	016	004	22	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	002	012	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	003	001	8	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	004	001	8	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	005	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	006	001	10	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	007	001	17	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	008	001	9	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	009	001	20	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	011	001	7	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	012	001	8	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	018	001	50	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	019	001	14	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	020	001	9	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	021	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	022	001	31	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	030	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	031	001	24	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	034	001	22	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	036	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	038	001	22	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	039	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	040	001	17	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	041	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	042	001	11	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	044	001	26	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	045	001	17	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	046	001	11	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	047	001	9	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	048	001	14	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	049	001	20	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	051	001	19	2	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	052	001	9	2	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	053	001	6	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	054	001	7	2	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	055	001	23	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	056	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	057	001	11	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	058	001	11	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	059	001	17	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	060	001	12	2	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	061	001	8	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	062	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	063	001	11	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	064	001	10	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	065	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	067	001	7	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	068	001	35	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	069	001	36	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	070	001	5	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	075	001	10	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	076	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	077	001	20	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	080	001	19	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	081	001	16	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	083	001	18	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	084	001	12	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	085	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	088	001	18	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	089	001	52	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	092	001	15	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	102	001	28	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	108	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	126	006	6	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	136	026	26	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	140	001	13	1	end
Holy-Bible---English---Catholic-Public-Domain	019	PSA	142	001	7	1	end
Holy-Bible---English---Catholic-Public-Domain	023	ISA	045	023	25	1	end
Holy-Bible---English---Catholic-Public-Domain	028	HOS	002	023	23	1	end
Holy-Bible---English---Catholic-Public-Domain	030	AMO	006	010	14	1	end
Holy-Bible---English---Catholic-Public-Domain	043	JOH	006	051	71	1	end
Holy-Bible---English---Catholic-Public-Domain	066	REV	012	018	1	-1	end
Holy-Bible---English---Catholic-Public-Domain							end
Holy-Bible---English---Darby-Translation							end
Holy-Bible---English---Douay-Rheims-1899	004	NUM	020	028	29	1	end
Holy-Bible---English---Douay-Rheims-1899	006	JOS	004	023	24	1	end
Holy-Bible---English---Douay-Rheims-1899	006	JOS	005	014	15	1	end
Holy-Bible---English---Douay-Rheims-1899	007	JDG	005	031	31	1	end
Holy-Bible---English---Douay-Rheims-1899	009	1SA	020	042	42	1	end
Holy-Bible---English---Douay-Rheims-1899	011	1KI	022	043	53	1	end
Holy-Bible---English---Douay-Rheims-1899	018	JOB	016	004	22	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	002	012	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	003	001	8	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	004	001	8	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	005	001	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	006	001	10	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	007	001	17	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	008	001	9	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	009	001	20	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	011	001	7	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	012	001	8	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	018	001	50	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	019	001	14	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	020	001	9	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	021	001	13	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	022	001	31	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	030	001	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	031	001	24	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	034	001	22	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	036	001	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	038	001	22	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	039	001	13	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	040	001	17	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	041	001	13	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	042	001	11	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	005	5	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	044	001	26	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	045	001	17	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	046	001	11	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	047	001	9	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	048	001	14	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	049	001	20	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	051	001	19	2	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	052	001	9	2	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	053	001	6	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	054	001	7	2	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	055	001	23	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	056	001	13	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	057	001	11	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	058	001	11	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	059	001	17	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	060	001	12	2	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	061	001	8	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	062	001	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	063	001	11	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	064	001	10	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	065	001	13	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	067	001	7	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	068	001	35	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	069	001	36	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	070	001	5	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	075	001	10	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	076	001	12	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	077	001	20	1	end
Holy-Bible---English---Douay-Rheims-1899	019	PSA	080	001	19	1	end
