BIBLE	MAP
Holy-Bible---Swahili---Swahili-Open-Bible	NONE
Holy-Bible---Swedish---Swedish-Bible	DAN3-4
Holy-Bible---Swedish---Swedish-Bible	HAG1-2
Holy-Bible---Swedish---Swedish-Bible	JOB38-39-40-41
Holy-Bible---Swedish---Swedish-Bible	NUM12-13
Holy-Bible---Swedish---Swedish-Bible	PRO2
Holy-Bible---Swedish---Swedish-Bible	PRO5
Holy-Bible---Swedish---Swedish-Bible	LUK17
Holy-Bible---Swedish---Swedish-Bible-1703	NUM12-13
Holy-Bible---Swedish---Swedish-Bible-1703	NUM29-30
Holy-Bible---Swedish---Swedish-Bible-1703	1SA23-24
Holy-Bible---Swedish---Swedish-Bible-1703	JOB38-39-40-41
Holy-Bible---Swedish---Swedish-Bible-1703	SOL5-6
Holy-Bible---Swedish---Swedish-Bible-1703	DAN3-4
Holy-Bible---Swedish---Swedish-Bible-1703	JON1-2
Holy-Bible---Swedish---Swedish-Bible-1873	NUM12-13
Holy-Bible---Swedish---Swedish-Bible-1873	NUM29-30
Holy-Bible---Swedish---Swedish-Bible-1873	1SA23-24
Holy-Bible---Swedish---Swedish-Bible-1873	JOB38-39-40-41
Holy-Bible---Swedish---Swedish-Bible-1873	ECC4-5
Holy-Bible---Swedish---Swedish-Bible-1873	ECC6-7
Holy-Bible---Swedish---Swedish-Bible-1873	SOL5-6
Holy-Bible---Swedish---Swedish-Bible-1873	DAN3-4
Holy-Bible---Swedish---Swedish-Bible-1873	HOS13-14
Holy-Bible---Swedish---Swedish-Bible-1873	JON1-2
Holy-Bible---Swedish---Swedish-Bible-1873	HAG1-2
Holy-Bible---Swedish---Swedish-Bible-1917	JOB38-39-40-41
Holy-Bible---Swedish---Swedish-Bible-1917	JON1-2
Holy-Bible---Taabwa---Kitaabua-Bible	NONE
Holy-Bible---Tagakaulo---Tagakaulo-Bible	NONE
Holy-Bible---Tagalog---Tagalog-Bible	NONE
Holy-Bible---Tagalog---Tagalog-Bible-1905	NONE
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked	NONE
Holy-Bible---Tagin---Tagin-First-Bible	NONE
Holy-Bible---Tamil---Open-Contemporary	NONE
Holy-Bible---Tamil---Tamil-Bible	NONE
Holy-Bible---Tarok---Tarok-Nigeria-Bible	NONE
Holy-Bible---Tavoyan---Tavoyan-Bible	NONE
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible	NONE
Holy-Bible---Telugu---Telugu-Bible	NONE
Holy-Bible---Telugu---Telugu-Open-Contemporary	NONE
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible	NONE
Holy-Bible---Thur---Leb-Thur-Bible	NONE
Holy-Bible---Tichurong---Tichurong-Bible	NONE
Holy-Bible---Tongan---Revised-West-Version	NONE
Holy-Bible---Tsakhur---Tsakhur-Bible	NUM12-13
Holy-Bible---Tsakhur---Tsakhur-Bible	1SA23-24
Holy-Bible---Tsakhur---Tsakhur-Bible	DAN3-4
Holy-Bible---Tsakhur---Tsakhur-Bible	JON1-2
Holy-Bible---Tsikimba---Tsikimba-Bible	NONE
Holy-Bible---Tsishingini---Tsishingini-Bible	NONE
Holy-Bible---Turkish---Open-Basic-Turkish	NONE
Holy-Bible---Turkish---Turkish-Bible	NONE
Holy-Bible---Twi---Akuapem-Twi-Bible	NONE
Holy-Bible---Twi---Asante-Twi-WAKNA	NONE
Holy-Bible---Twi---Asante-Twi-WASNA	NONE
Holy-Bible---Ukrainian---New-Translation	PSA150
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	JOB39-40-41-42A
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	ECC4-5
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	SOL6-7
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	DAN3-4
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	HOS13-14
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible	JON1-2
Holy-Bible---Ukrainian---Ukrainian-NT	NONE
Holy-Bible---Ukrainian---Ukrainian-Ogienko	GEN31-32
Holy-Bible---Ukrainian---Ukrainian-Ogienko	EXO7-8
Holy-Bible---Ukrainian---Ukrainian-Ogienko	EXO21-22
Holy-Bible---Ukrainian---Ukrainian-Ogienko	LEV5-6
Holy-Bible---Ukrainian---Ukrainian-Ogienko	NUM16-17
Holy-Bible---Ukrainian---Ukrainian-Ogienko	NUM29-30
Holy-Bible---Ukrainian---Ukrainian-Ogienko	DEU12-13
Holy-Bible---Ukrainian---Ukrainian-Ogienko	DEU22-23
Holy-Bible---Ukrainian---Ukrainian-Ogienko	DEU28-29
Holy-Bible---Ukrainian---Ukrainian-Ogienko	1SA23-24
Holy-Bible---Ukrainian---Ukrainian-Ogienko	2SA18-19
Holy-Bible---Ukrainian---Ukrainian-Ogienko	1KI4-5
Holy-Bible---Ukrainian---Ukrainian-Ogienko	2KI11-12
Holy-Bible---Ukrainian---Ukrainian-Ogienko	1CH5-6
Holy-Bible---Ukrainian---Ukrainian-Ogienko	2CH1-2
Holy-Bible---Ukrainian---Ukrainian-Ogienko	2CH13-14
Holy-Bible---Ukrainian---Ukrainian-Ogienko	NEH3-4
Holy-Bible---Ukrainian---Ukrainian-Ogienko	NEH9-10
Holy-Bible---Ukrainian---Ukrainian-Ogienko	JOB40-41
Holy-Bible---Ukrainian---Ukrainian-Ogienko	PSA150
Holy-Bible---Ukrainian---Ukrainian-Ogienko	ECC4-5
Holy-Bible---Ukrainian---Ukrainian-Ogienko	SOL6-7
Holy-Bible---Ukrainian---Ukrainian-Ogienko	ISA8-9
Holy-Bible---Ukrainian---Ukrainian-Ogienko	JER8-9
Holy-Bible---Ukrainian---Ukrainian-Ogienko	EZE20-21
Holy-Bible---Ukrainian---Ukrainian-Ogienko	DAN3-4
Holy-Bible---Ukrainian---Ukrainian-Ogienko	DAN5-6
Holy-Bible---Ukrainian---Ukrainian-Ogienko	HOS1-2
Holy-Bible---Ukrainian---Ukrainian-Ogienko	HOS11-12
Holy-Bible---Ukrainian---Ukrainian-Ogienko	HOS13-14
Holy-Bible---Ukrainian---Ukrainian-Ogienko	JOE3-4
Holy-Bible---Ukrainian---Ukrainian-Ogienko	JON1-2
Holy-Bible---Ukrainian---Ukrainian-Ogienko	MIC4-5
Holy-Bible---Ukrainian---Ukrainian-Ogienko	NAH1-2
Holy-Bible---Ukrainian---Ukrainian-Ogienko	ZEC1-2
Holy-Bible---Urdu---Urdu-Bible	NONE
Holy-Bible---Urdu---Urdu-Free-Contemporary	NONE
Holy-Bible---Ut-Ma-in---Ut-Ma-in-Bible	NONE
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	NONE
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	NUM12-13
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	NUM29-30
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	JOS5-6
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	NEH9-10
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	JOB39-40-41-42A
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	PSA150
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	ECC4-5
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	SOL6-7
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	ISA8-9
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	DAN3-4
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	HOS13-14
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic	JON1-2
Holy-Bible---Uyghur---Uyghur-Bible-Latin	NONE
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin	NONE
Holy-Bible---Vaagri-Booli---Vaagri-Booli-Bible	NONE
Holy-Bible---Vaghri---Vaghri-Bible	NONE
Holy-Bible---Vidunda---Vidunda-Bible	NONE
Holy-Bible---Vietnamese---Contemporary	NONE
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	NONE
Holy-Bible---Vietnamese---Vietnamese-NT	NONE
Holy-Bible---Vwanji---Vwanji-Bible	NONE
Holy-Bible---Waddar---Waddar-Bible	NONE
Holy-Bible---Waja---Waja-Bible	NONE
Holy-Bible---Wolio---Kitabi-Momangkilona-Bible	EXO5-6
Holy-Bible---Yaka---Ivatan-Bible	NONE
Holy-Bible---Yaka---Yaka-Bible	NONE
Holy-Bible---Yalunka---Yalunka-Bible	GEN31-32
Holy-Bible---Yalunka---Yalunka-Bible	EXO7-8
Holy-Bible---Yalunka---Yalunka-Bible	EXO21-22
Holy-Bible---Yalunka---Yalunka-Bible	LEV5-6
Holy-Bible---Yalunka---Yalunka-Bible	NUM16-17
Holy-Bible---Yalunka---Yalunka-Bible	NUM29-30
Holy-Bible---Yalunka---Yalunka-Bible	DEU12-13
Holy-Bible---Yalunka---Yalunka-Bible	DEU22-23
Holy-Bible---Yalunka---Yalunka-Bible	DEU28-29
Holy-Bible---Yalunka---Yalunka-Bible	1SA20-21
Holy-Bible---Yalunka---Yalunka-Bible	1SA23-24
Holy-Bible---Yalunka---Yalunka-Bible	2SA18-19
Holy-Bible---Yalunka---Yalunka-Bible	1KI4-5
Holy-Bible---Yalunka---Yalunka-Bible	2KI11-12
Holy-Bible---Yalunka---Yalunka-Bible	1CH5-6
Holy-Bible---Yalunka---Yalunka-Bible	2CH1-2
Holy-Bible---Yalunka---Yalunka-Bible	2CH13-14
Holy-Bible---Yalunka---Yalunka-Bible	NEH3-4
Holy-Bible---Yalunka---Yalunka-Bible	NEH9-10
Holy-Bible---Yalunka---Yalunka-Bible	JOB40-41
Holy-Bible---Yalunka---Yalunka-Bible	ECC4-5
Holy-Bible---Yalunka---Yalunka-Bible	SOL6-7
Holy-Bible---Yalunka---Yalunka-Bible	ISA8-9
Holy-Bible---Yalunka---Yalunka-Bible	JER8-9
Holy-Bible---Yalunka---Yalunka-Bible	EZE20-21
Holy-Bible---Yalunka---Yalunka-Bible	DAN3-4
Holy-Bible---Yalunka---Yalunka-Bible	DAN5-6
Holy-Bible---Yalunka---Yalunka-Bible	HOS1-2
Holy-Bible---Yalunka---Yalunka-Bible	HOS11-12
Holy-Bible---Yalunka---Yalunka-Bible	HOS13-14
Holy-Bible---Yalunka---Yalunka-Bible	JON1-2
Holy-Bible---Yalunka---Yalunka-Bible	MIC4-5
Holy-Bible---Yalunka---Yalunka-Bible	NAH1-2
Holy-Bible---Yalunka---Yalunka-Bible	ZEC1-2
Holy-Bible---Yamap---Yamap-Bible	NONE
Holy-Bible---Yansi---Yansi-Bible	NONE
Holy-Bible---Yemsa---Yemsa-Bible-Ethiopic	NONE
Holy-Bible---Yemsa---Yemsa-Bible-Latin	NONE
Holy-Bible---Yiddish-Eastern---Eastern-Yiddish-Bible	NONE
Holy-Bible---Yipunu---Punu-Bible	NONE
Holy-Bible---Yombe---Yombe-Bible	NONE
Holy-Bible---Yoruba---Yoruba-Bible	NONE
Holy-Bible---Zapotec-Loxicha---Loxicha-Zapotec-Bible	NONE
Holy-Bible---Zaramo---Kizalamo-Bible	NONE
Holy-Bible---Zinza---Zinza-Bible	NONE
