BIBLE	INDEX	BOOK	CHAPTER	VERSE	WORD	STRONGS	UNTRANS	TEXT
Holy-Bible---English---Aionian-Bible	020	PRO	027	020	SWAP		SHEOL	Sheol (Sheol h7585) and Abaddon are never satisfied; and a man’s eyes are never satisfied.
Holy-Bible---English---Aionian-Bible	020	PRO	030	016	SWAP		SHEOL	Sheol (Sheol h7585), the barren womb, the earth that is not satisfied with water, and the fire that does not say, ‘Enough!’
Holy-Bible---English---Aionian-Bible	021	ECC	009	010	SWAP		SHEOL	Whatever your hand finds to do, do it with your might; for there is no work, nor plan, nor knowledge, nor wisdom, in Sheol (Sheol h7585), where you are going.
Holy-Bible---English---Aionian-Bible	022	SOL	008	006	SWAP		SHEOL	Set me as a seal on your heart, as a seal on your arm; for love is strong as death.  Jealousy is as cruel as Sheol (Sheol h7585).  Its flashes are flashes of fire, a very flame of the LORD.
Holy-Bible---English---Aionian-Bible	023	ISA	005	014	SWAP		SHEOL	Therefore Sheol (Sheol h7585) has enlarged its desire, and opened its mouth without measure; and their glory, their multitude, their pomp, and he who rejoices among them, descend into it.
Holy-Bible---English---Aionian-Bible	023	ISA	007	011	SWAP		SHEOL	“Ask a sign of the LORD your God; ask it either in Sheol (Sheol h7585), or in the height above.”
Holy-Bible---English---Aionian-Bible	023	ISA	014	009	SWAP		SHEOL	Sheol (Sheol h7585) from beneath has moved for you to meet you at your coming.  It stirs up the departed spirits for you, even all the rulers of the earth.  It has raised up from their thrones all the kings of the nations.
Holy-Bible---English---Aionian-Bible	023	ISA	014	011	SWAP		SHEOL	Your pomp is brought down to Sheol (Sheol h7585), with the sound of your stringed instruments.  Maggots are spread out under you, and worms cover you.
Holy-Bible---English---Aionian-Bible	023	ISA	014	015	SWAP		SHEOL	Yet you shall be brought down to Sheol (Sheol h7585), to the depths of the pit.
Holy-Bible---English---Aionian-Bible	023	ISA	028	015	SWAP		SHEOL	“Because you have said, ‘We have made a covenant with death, and we are in agreement with Sheol (Sheol h7585).  When the overflowing scourge passes through, it will not come to us; for we have made lies our refuge, and we have hidden ourselves under falsehood.’”
Holy-Bible---English---Aionian-Bible	023	ISA	028	018	SWAP		SHEOL	Your covenant with death shall be annulled, and your agreement with Sheol (Sheol h7585) shall not stand.  When the overflowing scourge passes through, then you will be trampled down by it.
Holy-Bible---English---Aionian-Bible	023	ISA	038	010	SWAP		SHEOL	I said, “In the middle of my life I go into the gates of Sheol (Sheol h7585).  I am deprived of the residue of my years.”
Holy-Bible---English---Aionian-Bible	023	ISA	038	018	SWAP		SHEOL	For Sheol (Sheol h7585) cannot praise you.  Death cannot celebrate you.  Those who go down into the pit cannot hope for your truth.
Holy-Bible---English---Aionian-Bible	023	ISA	057	009	SWAP		SHEOL	You went to the king with oil, increased your perfumes, sent your ambassadors far off, and degraded yourself even to Sheol (Sheol h7585).
Holy-Bible---English---Aionian-Bible	026	EZE	031	015	SWAP		SHEOL	“The Lord GOD says: ‘In the day when he went down to Sheol (Sheol h7585), I caused a mourning.  I covered the deep for him, and I restrained its rivers.  The great waters were stopped.  I caused Lebanon to mourn for him, and all the trees of the field fainted for him.
Holy-Bible---English---Aionian-Bible	026	EZE	031	016	SWAP		SHEOL	I made the nations to shake at the sound of his fall, when I cast him down to Sheol (Sheol h7585) with those who descend into the pit.  All the trees of Eden, the choice and best of Lebanon, all that drink water, were comforted in the lower parts of the earth.
Holy-Bible---English---Aionian-Bible	026	EZE	031	017	SWAP		SHEOL	They also went down into Sheol (Sheol h7585) with him to those who are slain by the sword; yes, those who were his arm, who lived under his shadow in the middle of the nations.
Holy-Bible---English---Aionian-Bible	026	EZE	032	021	SWAP		SHEOL	The strong among the mighty will speak to him out of the middle of Sheol (Sheol h7585) with those who help him.  They have gone down.  The uncircumcised lie still, slain by the sword.
Holy-Bible---English---Aionian-Bible	026	EZE	032	027	SWAP		SHEOL	They will not lie with the mighty who are fallen of the uncircumcised, who have gone down to Sheol (Sheol h7585) with their weapons of war and have laid their swords under their heads.  Their iniquities are on their bones; for they were the terror of the mighty in the land of the living.
Holy-Bible---English---Aionian-Bible	028	HOS	013	014	SWAP		SHEOL	I will ransom them from the power of Sheol (Sheol h7585).  I will redeem them from death!  Death, where are your plagues?  Sheol (Sheol h7585), where is your destruction?  “Compassion will be hidden from my eyes.
Holy-Bible---English---Aionian-Bible	030	AMO	009	002	SWAP		SHEOL	Though they dig into Sheol (Sheol h7585), there my hand will take them; and though they climb up to heaven, there I will bring them down.
Holy-Bible---English---Aionian-Bible	032	JON	002	002	SWAP		SHEOL	He said, “I called because of my affliction to the LORD.  He answered me.  Out of the belly of Sheol (Sheol h7585) I cried.  You heard my voice.
Holy-Bible---English---Aionian-Bible	035	HAB	002	005	SWAP		SHEOL	Yes, moreover, wine is treacherous: an arrogant man who does not stay at home, who enlarges his desire as Sheol (Sheol h7585); he is like death and cannot be satisfied, but gathers to himself all nations and heaps to himself all peoples.
Holy-Bible---English---Aionian-Bible	040	MAT	005	022	SWAP		GEHENNA	But I tell you that everyone who is angry with his brother without a cause will be in danger of the judgment.  Whoever says to his brother, ‘Raca!’  will be in danger of the council.  Whoever says, ‘You fool!’  will be in danger of the fire of Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	040	MAT	005	029	SWAP		GEHENNA	If your right eye causes you to stumble, pluck it out and throw it away from you.  For it is more profitable for you that one of your members should perish than for your whole body to be cast into Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	040	MAT	005	030	SWAP		GEHENNA	If your right hand causes you to stumble, cut it off, and throw it away from you.  For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	040	MAT	006	013	SWAP		AIONS	Bring us not into temptation, but deliver us from the evil one.’
Holy-Bible---English---Aionian-Bible	040	MAT	010	028	SWAP		GEHENNA	Do not be afraid of those who kill the body, but are not able to kill the soul.  Rather, fear him who is able to destroy both soul and body in Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	040	MAT	011	023	SWAP		HADES	You, Capernaum, who are exalted to heaven, you will go down to Hades (Hadēs g86).  For if the mighty works had been done in Sodom which were done in you, it would have remained until today.
Holy-Bible---English---Aionian-Bible	040	MAT	012	032	SWAP		AIONS	Whoever speaks a word against the Son of Man, it will be forgiven him; but whoever speaks against the Holy Spirit, it will not be forgiven him, either in this age (aiōn g165), or in that which is to come.
Holy-Bible---English---Aionian-Bible	040	MAT	013	022	SWAP		AIONS	What was sown among the thorns, this is he who hears the word, but the cares of this age (aiōn g165) and the deceitfulness of riches choke the word, and he becomes unfruitful.
Holy-Bible---English---Aionian-Bible	040	MAT	013	039	SWAP		AIONS	The enemy who sowed them is the devil.  The harvest is the consummation of the age (aiōn g165), and the reapers are angels.
Holy-Bible---English---Aionian-Bible	040	MAT	013	040	SWAP		AIONS	As therefore the darnel weeds are gathered up and burned with fire; so will it be at the consummation of this age (aiōn g165).
Holy-Bible---English---Aionian-Bible	040	MAT	013	049	SWAP		AIONS	So it will be in the consummation of the age  (aiōn g165).  The angels will come and separate the wicked from among the righteous,
Holy-Bible---English---Aionian-Bible	040	MAT	016	018	SWAP		HADES	I also tell you that you are Peter, and on this rock I will build my assembly, and the gates of Hades (Hadēs g86) will not prevail against it.
Holy-Bible---English---Aionian-Bible	040	MAT	018	008	SWAP		AIONIAN	If your hand or your foot causes you to stumble, cut it off and cast it from you.  It is better for you to enter into life maimed or crippled, rather than having two hands or two feet to be cast into the consummate (aiōnios g166) fire.
Holy-Bible---English---Aionian-Bible	040	MAT	018	009	SWAP		GEHENNA	If your eye causes you to stumble, pluck it out and cast it from you.  It is better for you to enter into life with one eye, rather than having two eyes to be cast into the Gehenna (Geenna g1067) of fire.
Holy-Bible---English---Aionian-Bible	040	MAT	019	016	SWAP		AIONIAN	Behold, one came to him and said, “Good teacher, what good thing shall I do, that I may have consummate (aiōnios g166) life?”
Holy-Bible---English---Aionian-Bible	040	MAT	019	029	SWAP		AIONIAN	Everyone who has left houses, or brothers, or sisters, or father, or mother, or wife, or children, or lands, for my name’s sake, will receive one hundred times, and will inherit consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	040	MAT	021	019	SWAP		AIONS	Seeing a fig tree by the road, he came to it and found nothing on it but leaves.  He said to it, “Let there be no fruit from you for the age (aiōn g165)!”  Immediately the fig tree withered away.
Holy-Bible---English---Aionian-Bible	040	MAT	023	015	SWAP		GEHENNA	Woe to you, scribes and Pharisees, hypocrites!  For you travel around by sea and land to make one proselyte; and when he becomes one, you make him twice as much a son of Gehenna (Geenna g1067) as yourselves.
Holy-Bible---English---Aionian-Bible	040	MAT	023	033	SWAP		GEHENNA	You serpents, you offspring of vipers, how will you escape the judgment of Gehenna (Geenna g1067)?
Holy-Bible---English---Aionian-Bible	040	MAT	024	003	SWAP		AIONS	As he sat on the Mount of Olives, the disciples came to him privately, saying, “Tell us, when will these things be?  What is the sign of your coming, and of the consummation of the age (aiōn g165)?”
Holy-Bible---English---Aionian-Bible	040	MAT	025	041	SWAP		AIONIAN	Then he will say also to those on the left hand, ‘Depart from me, you cursed, into the consummate (aiōnios g166) fire which is prepared for the devil and his angels;
Holy-Bible---English---Aionian-Bible	040	MAT	025	046	SWAP		AIONIAN	These will go away into consummate (aiōnios g166) punishment, but the righteous into consummate (aiōnios g166) life.”
Holy-Bible---English---Aionian-Bible	040	MAT	028	020	SWAP		AIONS	teaching them to observe all things that I commanded you.  Behold, I am with you always, even to the consummation of the age (aiōn g165).”  Amen.
Holy-Bible---English---Aionian-Bible	041	MAR	003	029	SWAP		AIONS,AIONIAN	but whoever may blaspheme against the Holy Spirit has not forgiveness for the age (aiōn g165), but is guilty of consummate (aiōnios g166) sin.”
Holy-Bible---English---Aionian-Bible	041	MAR	004	019	SWAP		AIONS	and the cares of this age (aiōn g165), and the deceitfulness of riches, and the lusts of other things entering in choke the word, and it becomes unfruitful.
Holy-Bible---English---Aionian-Bible	041	MAR	009	043	SWAP		GEHENNA	If your hand causes you to stumble, cut it off.  It is better for you to enter into life maimed, rather than having your two hands to go into Gehenna (Geenna g1067), into the unquenchable fire,
Holy-Bible---English---Aionian-Bible	041	MAR	009	045	SWAP		GEHENNA	If your foot causes you to stumble, cut it off.  It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna (Geenna g1067).
Holy-Bible---English---Aionian-Bible	041	MAR	009	047	SWAP		GEHENNA	If your eye causes you to stumble, throw it out.  It is better for you to enter into God’s Kingdom with one eye, rather than having two eyes to be cast into the Gehenna (Geenna g1067) of fire,
Holy-Bible---English---Aionian-Bible	041	MAR	010	017	SWAP		AIONIAN	As he was going out into the way, one ran to him, knelt before him, and asked him, “Good Teacher, what shall I do that I may inherit consummate (aiōnios g166) life?”
Holy-Bible---English---Aionian-Bible	041	MAR	010	030	SWAP		AIONS,AIONIAN	but he will receive one hundred times more now in this time: houses, brothers, sisters, mothers, children, and land, with persecutions; and in the age (aiōn g165) to come, consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	041	MAR	011	014	SWAP		AIONS	Jesus told it, “May no one eat fruit from you again for the age (aiōn g165)!” And his disciples heard it.
Holy-Bible---English---Aionian-Bible	042	LUK	001	033	SWAP		AIONS	and he will reign over the house of Jacob for the ages (aiōn g165).  There will be no end to his Kingdom.”
Holy-Bible---English---Aionian-Bible	042	LUK	001	055	SWAP		AIONS	as he spoke to our fathers, to Abraham and his offspring for the age (aiōn g165).”
Holy-Bible---English---Aionian-Bible	042	LUK	001	070	SWAP		AIONS	(as he spoke by the mouth of his holy prophets who have been from the age (aiōn g165)),
Holy-Bible---English---Aionian-Bible	042	LUK	008	031	SWAP		ABYSS	They begged him that he would not command them to go into the Abyss (Abyssos g12).
Holy-Bible---English---Aionian-Bible	042	LUK	010	015	SWAP		HADES	You, Capernaum, who are exalted to heaven, will be brought down to Hades (Hadēs g86).
Holy-Bible---English---Aionian-Bible	042	LUK	010	025	SWAP		AIONIAN	Behold, a certain lawyer stood up and tested him, saying, “Teacher, what shall I do to inherit consummate (aiōnios g166) life?”
Holy-Bible---English---Aionian-Bible	042	LUK	012	005	SWAP		GEHENNA	But I will warn you whom you should fear.  Fear him who after he has killed, has power to cast into Gehenna (Geenna g1067).  Yes, I tell you, fear him.
Holy-Bible---English---Aionian-Bible	042	LUK	016	008	SWAP		AIONS	“His lord commended the dishonest manager because he had done wisely, for the children of this age (aiōn g165) are, in their own generation, wiser than the children of the light.
Holy-Bible---English---Aionian-Bible	042	LUK	016	009	SWAP		AIONIAN	I tell you, make for yourselves friends by means of unrighteous mammon, so that when it fails, they may receive you into consummate (aiōnios g166) tents.
Holy-Bible---English---Aionian-Bible	042	LUK	016	023	SWAP		HADES	In Hades (Hadēs g86), he lifted up his eyes, being in torment, and saw Abraham far off, and Lazarus at his bosom.
Holy-Bible---English---Aionian-Bible	042	LUK	018	018	SWAP		AIONIAN	A certain ruler asked him, saying, “Good Teacher, what shall I do to inherit consummate (aiōnios g166) life?”
Holy-Bible---English---Aionian-Bible	042	LUK	018	030	SWAP		AIONS,AIONIAN	who will not receive many times more in this time, and in the age (aiōn g165) to come, consummate (aiōnios g166) life.”
Holy-Bible---English---Aionian-Bible	042	LUK	020	034	SWAP		AIONS	Jesus said to them, “The people of this age (aiōn g165) marry, and are given in marriage.
Holy-Bible---English---Aionian-Bible	042	LUK	020	035	SWAP		AIONS	But those who are considered worthy to attain to that age (aiōn g165) and the resurrection from the dead neither marry nor are given in marriage.
Holy-Bible---English---Aionian-Bible	043	JOH	003	015	SWAP		AIONIAN	that whoever believes in him may have consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	043	JOH	003	016	SWAP		AIONIAN	For God so loved the world, that he gave his only begotten Son, that whoever believes in him should not perish, but have consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	043	JOH	003	036	SWAP		AIONIAN	One who believes in the Son has consummate (aiōnios g166) life, but one who disobeys the Son will not see life, but the wrath of God remains on him.”
Holy-Bible---English---Aionian-Bible	043	JOH	004	014	SWAP		AIONS,AIONIAN	but whoever drinks of the water that I will give him by no means will thirst for the age (aiōn g165); but the water that I will give him will become in him a well of water springing up to consummate (aiōnios g166) life.”
Holy-Bible---English---Aionian-Bible	043	JOH	004	036	SWAP		AIONIAN	He who reaps receives wages and gathers fruit to consummate (aiōnios g166) life; that both he who sows and he who reaps may rejoice together.
Holy-Bible---English---Aionian-Bible	043	JOH	005	024	SWAP		AIONIAN	“Most certainly I tell you, he who hears my word and believes him who sent me has consummate (aiōnios g166) life, and does not come into judgment, but has passed out of death into life.
Holy-Bible---English---Aionian-Bible	043	JOH	005	039	SWAP		AIONIAN	“You search the Scriptures, because you think that in them you have consummate (aiōnios g166) life; and these are they which testify about me.
Holy-Bible---English---Aionian-Bible	043	JOH	006	027	SWAP		AIONIAN	Do not work for the food which perishes, but for the food which remains to consummate (aiōnios g166) life, which the Son of Man will give to you.  For God the Father has sealed him.”
Holy-Bible---English---Aionian-Bible	043	JOH	006	040	SWAP		AIONIAN	This is the will of the one who sent me, that everyone who sees the Son and believes in him should have consummate (aiōnios g166) life; and I will raise him up at the last day.”
Holy-Bible---English---Aionian-Bible	043	JOH	006	047	SWAP		AIONIAN	Most certainly, I tell you, he who believes in me has consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	043	JOH	006	051	SWAP		AIONS	I am the living bread which came down out of heaven.  If anyone eats of this bread, he will live in this age (aiōn g165).  Yes, the bread which I will give for the life of the world is my flesh.”
Holy-Bible---English---Aionian-Bible	043	JOH	006	054	SWAP		AIONIAN	He who eats my flesh and drinks my blood has consummate (aiōnios g166) life, and I will raise him up at the last day.
Holy-Bible---English---Aionian-Bible	043	JOH	006	058	SWAP		AIONS	This is the bread which came down out of heaven—not as our fathers ate, and died.  He who eats this bread will live in this age (aiōn g165).”
Holy-Bible---English---Aionian-Bible	043	JOH	006	068	SWAP		AIONIAN	Simon Peter answered him, “Lord, to whom would we go?  You have the words of consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	043	JOH	008	035	SWAP		AIONS	A bondservant does not live in the house for life (aiōn g165).  A son remains for a lifetime (aiōn g165).
Holy-Bible---English---Aionian-Bible	043	JOH	008	051	SWAP		AIONS	Most certainly, I tell you, if a person keeps my word, he will never see death in this age (aiōn g165).”
Holy-Bible---English---Aionian-Bible	043	JOH	008	052	SWAP		AIONS	Then the Jews said to him, “Now we know that you have a demon.  Abraham died, as did the prophets; and you say, ‘If a man keeps my word, he will never taste of death in this age (aiōn g165).’
Holy-Bible---English---Aionian-Bible	043	JOH	009	032	SWAP		AIONS	From the age (aiōn g165) it has never been heard of that anyone opened the eyes of someone born blind.
Holy-Bible---English---Aionian-Bible	043	JOH	010	028	SWAP		AIONS,AIONIAN	I give consummate (aiōnios g166) life to them.  They will never perish in this age (aiōn g165), and no one will snatch them out of my hand.
Holy-Bible---English---Aionian-Bible	043	JOH	011	026	SWAP		AIONS	Whoever lives and believes in me will never die in this age (aiōn g165).  Do you believe this?”
Holy-Bible---English---Aionian-Bible	043	JOH	012	025	SWAP		AIONIAN	He who loves his life will lose it.  He who hates his life in this world will keep it for consummate (aiōnios g166) life.
Holy-Bible---English---Aionian-Bible	043	JOH	012	034	SWAP		AIONS	The multitude answered him, “We have heard from of the law that the Christ remains for this age (aiōn g165).  How do you say, ‘The Son of Man must be lifted up?’  Who is this Son of Man?”
Holy-Bible---English---Aionian-Bible	043	JOH	012	050	SWAP		AIONIAN	I know that his commandment is consummate (aiōnios g166) life.  The things therefore which I speak, even as the Father has said to me, so I speak.”
Holy-Bible---English---Aionian-Bible	043	JOH	013	008	SWAP		AIONS	Peter said to him, “You will never wash my feet in this lifetime (aiōn g165)!”  Jesus answered him, “If I do not wash you, you have no part with me.”
Holy-Bible---English---Aionian-Bible	043	JOH	014	016	SWAP		AIONS	I will pray to the Father, and he will give you another Comforter, that he may be with you in this age (aiōn g165):
